Project,BugID,Filename,Path,Method name,,Exception,Label,,,Filename,,Method name,Exception
Hadoop,HADOOP-6281,ServletHolder.java,org.mortbay.jetty.servlet.ServletHolder,handle,,ClassCastException,,,,SecurityHandler.java,,handle,
Hadoop,HADOOP-6281,ServletHandler.java,org.mortbay.jetty.servlet.ServletHandler$CachedChain,doFilter,,ClassCastException,,,,SessionHandler.java,,doFilter,
Hadoop,HADOOP-6281,HttpServer.java,org.apache.hadoop.http.HttpServer$QuotingInputFilter,doFilter,,ClassCastException,,,,ContextHandler.java,,doFilter,
Hadoop,HADOOP-6281,ServletHandler.java,org.mortbay.jetty.servlet.ServletHandler,handle,,ClassCastException,,,,WebAppContext.java,,handle,
Hadoop,HADOOP-6281,SecurityHandler.java,org.mortbay.jetty.security.SecurityHandler,handle,,ClassCastException,,,,ContextHandlerCollection.java,,handle,
Hadoop,HADOOP-6281,SessionHandler.java,org.mortbay.jetty.servlet.SessionHandler,handle,,ClassCastException,,,,HandlerWrapper.java,,handle,
Hadoop,HADOOP-6281,ContextHandler.java,org.mortbay.jetty.handler.ContextHandler,handle,,ClassCastException,,,,Server.java,,handle,
Hadoop,HADOOP-6281,WebAppContext.java,org.mortbay.jetty.webapp.WebAppContext,handle,,ClassCastException,,,,HttpConnection.java,,handle,
Hadoop,HADOOP-6281,ContextHandlerCollection.java,org.mortbay.jetty.handler.ContextHandlerCollection,handle,,ClassCastException,,,,HttpConnection.java,,handle,
Hadoop,HADOOP-6281,HandlerWrapper.java,org.mortbay.jetty.handler.HandlerWrapper,handle,,ClassCastException,,,,HttpParser.java,,handle,
Hadoop,HADOOP-6281,Server.java,org.mortbay.jetty.Server,handle,,ClassCastException,,,,SelectChannelEndPoint.java,,handle,
Hadoop,HADOOP-6281,HttpConnection.java,org.mortbay.jetty.HttpConnection,handleRequest,,ClassCastException,,,,QueuedThreadPool.java,,handleRequest,
Hadoop,HADOOP-6281,HttpConnection.java,org.mortbay.jetty.HttpConnection$RequestHandler,headerComplete,,ClassCastException,,,,NumberFormatException.java,,headerComplete,
Hadoop,HADOOP-6281,HttpParser.java,org.mortbay.jetty.HttpParser,parseNext,,ClassCastException,,,,Integer.java,,parseNext,
Hadoop,HADOOP-6281,HttpParser.java,org.mortbay.jetty.HttpParser,parseAvailable,,ClassCastException,,,,FileUtil.java,,parseAvailable,
Hadoop,HADOOP-6281,HttpConnection.java,org.mortbay.jetty.HttpConnection,handle,,ClassCastException,,,,ReplicaInfo.java,,handle,
Hadoop,HADOOP-6281,SelectChannelEndPoint.java,org.mortbay.io.nio.SelectChannelEndPoint,run,,ClassCastException,,,,FsckServlet.java,,run,
Hadoop,HADOOP-6281,QueuedThreadPool.java,org.mortbay.thread.QueuedThreadPool$PoolThread,run,,ClassCastException,,,,Shell.java,,run,
Hadoop,HADOOP-6283,NumberFormatException.java,java.lang.NumberFormatException,forInputString,,NumberFormatException,,,,Shell.java,,forInputString,
Hadoop,HADOOP-6283,Integer.java,java.lang.Integer,parseInt,,NumberFormatException,,,,RawLocalFileSystem.java,,parseInt,
Hadoop,HADOOP-6283,FileUtil.java,org.apache.hadoop.fs.FileUtil$HardLink,getLinkCount,,NumberFormatException,,,,FilterFileSystem.java,,getLinkCount,
Hadoop,HADOOP-6283,ReplicaInfo.java,org.apache.hadoop.hdfs.server.datanode.ReplicaInfo,detachBlock,,NumberFormatException,,,,FileSystem.java,,detachBlock,
Hadoop,HADOOP-6285,HttpServer.java,org.apache.hadoop.http.HttpServer$QuotingInputFilter$RequestQuoter,getParameterMap,,ClassCastException,,,,FileContext.java,,doGet,
Hadoop,HADOOP-6285,FsckServlet.java,org.apache.hadoop.hdfs.server.namenode.FsckServlet,doGet,,ClassCastException,,,,FileContextMainOperationsBaseTest.java,,runCommand,
Hadoop,HADOOP-6285,HttpServlet.java,javax.servlet.http.HttpServlet,service,,ClassCastException,,,,InetSocketAddress.java,,run,
Hadoop,HADOOP-6285,ServletHolder.java,org.mortbay.jetty.servlet.ServletHolder,handle,,ClassCastException,,,,NameNode.java,,execute,
Hadoop,HADOOP-6285,ServletHandler.java,org.mortbay.jetty.servlet.ServletHandler$CachedChain,doFilter,,ClassCastException,,,,MiniDFSCluster.java,,execCommand,
Hadoop,HADOOP-6285,HttpServer.java,org.apache.hadoop.http.HttpServer$QuotingInputFilter,doFilter,,ClassCastException,,,,TestEditLog.java,,execCommand,
Hadoop,HADOOP-6285,ServletHandler.java,org.mortbay.jetty.servlet.ServletHandler,handle,,ClassCastException,,,,Permissions.java,,setPermission,
Hadoop,HADOOP-6285,SecurityHandler.java,org.mortbay.jetty.security.SecurityHandler,handle,,ClassCastException,,,,Policy.java,,mkdirs,
Hadoop,HADOOP-6285,SessionHandler.java,org.mortbay.jetty.servlet.SessionHandler,handle,,ClassCastException,,,,JspRuntimeContext.java,,mkdirs,
Hadoop,HADOOP-6285,ContextHandler.java,org.mortbay.jetty.handler.ContextHandler,handle,,ClassCastException,,,,JspServlet.java,,primitiveMkdir,
Hadoop,HADOOP-6285,WebAppContext.java,org.mortbay.jetty.webapp.WebAppContext,handle,,ClassCastException,,,,AbstractLifeCycle.java,,mkdir,
Hadoop,HADOOP-6285,ContextHandlerCollection.java,org.mortbay.jetty.handler.ContextHandlerCollection,handle,,ClassCastException,,,,Context.java,,testWorkingDirectory,
Hadoop,HADOOP-6285,HandlerWrapper.java,org.mortbay.jetty.handler.HandlerWrapper,handle,,ClassCastException,,,,HandlerCollection.java,,<init>,
Hadoop,HADOOP-6285,Server.java,org.mortbay.jetty.Server,handle,,ClassCastException,,,,HttpServer.java,,startHttpServer,
Hadoop,HADOOP-6285,HttpConnection.java,org.mortbay.jetty.HttpConnection,handleRequest,,ClassCastException,,,,JobTracker.java,,activate,
Hadoop,HADOOP-6285,HttpConnection.java,org.mortbay.jetty.HttpConnection$RequestHandler,headerComplete,,ClassCastException,,,,Service.java,,initialize,
Hadoop,HADOOP-6285,HttpParser.java,org.mortbay.jetty.HttpParser,parseNext,,ClassCastException,,,,AccessControlContext.java,,<init>,
Hadoop,HADOOP-6285,HttpParser.java,org.mortbay.jetty.HttpParser,parseAvailable,,ClassCastException,,,,AccessController.java,,createNameNode,
Hadoop,HADOOP-6285,HttpConnection.java,org.mortbay.jetty.HttpConnection,handle,,ClassCastException,,,,ServiceAuthorizationManager.java,,<init>,
Hadoop,HADOOP-6285,SelectChannelEndPoint.java,org.mortbay.io.nio.SelectChannelEndPoint,run,,ClassCastException,,,,Subject.java,,testEditLog,
Hadoop,HADOOP-6285,QueuedThreadPool.java,org.mortbay.thread.QueuedThreadPool$PoolThread,run,,ClassCastException,,,,ServiceAuthorizationManager.java,,add,
Hadoop,HADOOP-6327,Shell.java,org.apache.hadoop.util.Shell,runCommand,,Shell$ExitCodeException,,,,TestConfiguredPolicy.java,,add,
Hadoop,HADOOP-6327,Shell.java,org.apache.hadoop.util.Shell,run,,Shell$ExitCodeException,,,,TestCase.java,,initSecurity,
Hadoop,HADOOP-6327,Shell.java,org.apache.hadoop.util.Shell$ShellCommandExecutor,execute,,Shell$ExitCodeException,,,,TestResult.java,,<init>,
Hadoop,HADOOP-6327,Shell.java,org.apache.hadoop.util.Shell,execCommand,,Shell$ExitCodeException,,,,TestResult.java,,init,
Hadoop,HADOOP-6327,RawLocalFileSystem.java,org.apache.hadoop.fs.RawLocalFileSystem,execCommand,,Shell$ExitCodeException,,,,TestSuite.java,,initServlet,
Hadoop,HADOOP-6327,RawLocalFileSystem.java,org.apache.hadoop.fs.RawLocalFileSystem,setPermission,,Shell$ExitCodeException,,,,JUnit38ClassRunner.java,,doStart,
Hadoop,HADOOP-6327,RawLocalFileSystem.java,org.apache.hadoop.fs.RawLocalFileSystem,mkdirs,,Shell$ExitCodeException,,,,JUnit4TestAdapter.java,,start,
Hadoop,HADOOP-6327,FilterFileSystem.java,org.apache.hadoop.fs.FilterFileSystem,mkdirs,,Shell$ExitCodeException,,,,JUnitTestRunner.java,,initialize,
Hadoop,HADOOP-6327,FileSystem.java,org.apache.hadoop.fs.FileSystem,primitiveMkdir,,Shell$ExitCodeException,,,,DistributedFileSystem.java,,startContext,
Hadoop,HADOOP-6327,FileContext.java,org.apache.hadoop.fs.FileContext,mkdir,,Shell$ExitCodeException,,,,DistCp.java,,startContext,
Hadoop,HADOOP-6327,FileContextMainOperationsBaseTest.java,org.apache.hadoop.fs.FileContextMainOperationsBaseTest,testWorkingDirectory,,Shell$ExitCodeException,,,,BlockDecompressorStream.java,,doStart,
Hadoop,HADOOP-6386,InetSocketAddress.java,java.net.InetSocketAddress,<init>,,IllegalArgumentException,,,,DecompressorStream.java,,doStart,
Hadoop,HADOOP-6386,NameNode.java,org.apache.hadoop.hdfs.server.namenode.NameNode,startHttpServer,,IllegalArgumentException,,,,InputStream.java,,doStart,
Hadoop,HADOOP-6386,NameNode.java,org.apache.hadoop.hdfs.server.namenode.NameNode,activate,,IllegalArgumentException,,,,LineReader.java,,doStart,
Hadoop,HADOOP-6386,NameNode.java,org.apache.hadoop.hdfs.server.namenode.NameNode,initialize,,IllegalArgumentException,,,,LineRecordReader.java,,doStart,
Hadoop,HADOOP-6386,NameNode.java,org.apache.hadoop.hdfs.server.namenode.NameNode,<init>,,IllegalArgumentException,,,,MapTask.java,,doStart,
Hadoop,HADOOP-6386,NameNode.java,org.apache.hadoop.hdfs.server.namenode.NameNode,createNameNode,,IllegalArgumentException,,,,MapRunner.java,,start,
Hadoop,HADOOP-6386,MiniDFSCluster.java,org.apache.hadoop.hdfs.MiniDFSCluster,<init>,,IllegalArgumentException,,,,PipeMapRunner.java,,innerStart,
Hadoop,HADOOP-6386,TestEditLog.java,org.apache.hadoop.hdfs.server.namenode.TestEditLog,testEditLog,,IllegalArgumentException,,,,MapTask.java,,start,
Hadoop,HADOOP-6452,Permissions.java,java.security.Permissions,add,,SecurityException,,,,Child.java,,checkPermission,
Hadoop,HADOOP-6452,Policy.java,java.security.Policy$UnsupportedEmptyCollection,add,,SecurityException,,,,Native Method,,checkPermission,
Hadoop,HADOOP-6452,JspRuntimeContext.java,org.apache.jasper.compiler.JspRuntimeContext,initSecurity,,SecurityException,,,,SocketChannelImpl.java,,run,
Hadoop,HADOOP-6452,JspRuntimeContext.java,org.apache.jasper.compiler.JspRuntimeContext,<init>,,SecurityException,,,,SocketIOWithTimeout.java,,doAs,
Hadoop,HADOOP-6452,JspServlet.java,org.apache.jasper.servlet.JspServlet,init,,SecurityException,,,,NetUtils.java,,checkPermission,
Hadoop,HADOOP-6452,ServletHolder.java,org.mortbay.jetty.servlet.ServletHolder,initServlet,,SecurityException,,,,TestNetUtils.java,,authorize,
Hadoop,HADOOP-6452,ServletHolder.java,org.mortbay.jetty.servlet.ServletHolder,doStart,,SecurityException,,,,AbstractQueuedSynchronizer.java,,testConfiguredPolicy,
Hadoop,HADOOP-6452,AbstractLifeCycle.java,org.mortbay.component.AbstractLifeCycle,start,,SecurityException,,,,FutureTask.java,,runTest,
Hadoop,HADOOP-6452,ServletHandler.java,org.mortbay.jetty.servlet.ServletHandler,initialize,,SecurityException,,,,FutureTask.java,,runBare,
Hadoop,HADOOP-6452,Context.java,org.mortbay.jetty.servlet.Context,startContext,,SecurityException,,,,Client.java,,protect,
Hadoop,HADOOP-6452,WebAppContext.java,org.mortbay.jetty.webapp.WebAppContext,startContext,,SecurityException,,,,Client.java,,runProtected,
Hadoop,HADOOP-6452,ContextHandler.java,org.mortbay.jetty.handler.ContextHandler,doStart,,SecurityException,,,,RPC.java,,run,
Hadoop,HADOOP-6452,WebAppContext.java,org.mortbay.jetty.webapp.WebAppContext,doStart,,SecurityException,,,,Unknown Source,,run,
Hadoop,HADOOP-6452,HandlerCollection.java,org.mortbay.jetty.handler.HandlerCollection,doStart,,SecurityException,,,,JobClient.java,,runTest,
Hadoop,HADOOP-6452,ContextHandlerCollection.java,org.mortbay.jetty.handler.ContextHandlerCollection,doStart,,SecurityException,,,,Job.java,,run,
Hadoop,HADOOP-6452,HandlerWrapper.java,org.mortbay.jetty.handler.HandlerWrapper,doStart,,SecurityException,,,,JobMonitor.java,,run,
Hadoop,HADOOP-6452,Server.java,org.mortbay.jetty.Server,doStart,,SecurityException,,,,UserGroupInformation.java,,run,
Hadoop,HADOOP-6452,HttpServer.java,org.apache.hadoop.http.HttpServer,start,,SecurityException,,,,FileSystem.java,,run,
Hadoop,HADOOP-6452,JobTracker.java,org.apache.hadoop.mapred.JobTracker,innerStart,,SecurityException,,,,FileSystem.java,,launch,
Hadoop,HADOOP-6452,Service.java,org.apache.hadoop.util.Service,start,,SecurityException,,,,JobConf.java,,main,
Hadoop,HADOOP-6452,AccessControlContext.java,java.security.AccessControlContext,checkPermission,,SecurityException,,,,System.java,,assertWriteable,
Hadoop,HADOOP-6452,AccessController.java,java.security.AccessController,checkPermission,,SecurityException,,,,UnixSystem.java,,testPolicyWriteable,
Hadoop,HADOOP-6452,ServiceAuthorizationManager.java,org.apache.hadoop.security.authorize.ServiceAuthorizationManager$1,run,,SecurityException,,,,UnixLoginModule.java,,checkPath,
Hadoop,HADOOP-6452,Native Method,java.security.AccessController,doPrivileged,,SecurityException,,,,LoginContext.java,,checkPath,
Hadoop,HADOOP-6452,Subject.java,javax.security.auth.Subject,doAs,,SecurityException,,,,LoginContext.java,,getPathName,
Hadoop,HADOOP-6452,ServiceAuthorizationManager.java,org.apache.hadoop.security.authorize.ServiceAuthorizationManager,checkPermission,,SecurityException,,,,FileOutputFormat.java,,getFileChecksum,
Hadoop,HADOOP-6452,ServiceAuthorizationManager.java,org.apache.hadoop.security.authorize.ServiceAuthorizationManager,authorize,,SecurityException,,,,Unknown Source,,getFileChecksum,
Hadoop,HADOOP-6452,TestConfiguredPolicy.java,org.apache.hadoop.security.authorize.TestConfiguredPolicy,testConfiguredPolicy,,SecurityException,,,,Unknown Source,,sameFile,
Hadoop,HADOOP-6452,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,SecurityException,,,,Krb5LoginModule.java,,setup,
Hadoop,HADOOP-6452,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,SecurityException,,,,MapFile.java,,rawReadInt,
Hadoop,HADOOP-6452,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,SecurityException,,,,SetFile.java,,getCompressedData,
Hadoop,HADOOP-6452,Method.java,java.lang.reflect.Method,invoke,,SecurityException,,,,TestSetFile.java,,decompress,
Hadoop,HADOOP-6452,TestCase.java,junit.framework.TestCase,runTest,,SecurityException,,,,TestDU.java,,read,
Hadoop,HADOOP-6452,TestCase.java,junit.framework.TestCase,runBare,,SecurityException,,,,ChecksumFileSystem.java,,read,
Hadoop,HADOOP-6452,TestResult.java,junit.framework.TestResult$1,protect,,SecurityException,,,,PathData.java,,readLine,
Hadoop,HADOOP-6452,TestResult.java,junit.framework.TestResult,runProtected,,SecurityException,,,,TestFilterFileSystem.java,,next,
Hadoop,HADOOP-6452,TestResult.java,junit.framework.TestResult,run,,SecurityException,,,,JUnit4TestSet.java,,moveToNext,
Hadoop,HADOOP-6452,TestCase.java,junit.framework.TestCase,run,,SecurityException,,,,AbstractDirectoryTestSuite.java,,next,
Hadoop,HADOOP-6452,TestSuite.java,junit.framework.TestSuite,runTest,,SecurityException,,,,Surefire.java,,run,
Hadoop,HADOOP-6452,TestSuite.java,junit.framework.TestSuite,run,,SecurityException,,,,SurefireBooter.java,,run,
Hadoop,HADOOP-6452,JUnit38ClassRunner.java,org.junit.internal.runners.JUnit38ClassRunner,run,,SecurityException,,,,Native Method,,run,
Hadoop,HADOOP-6452,JUnit4TestAdapter.java,junit.framework.JUnit4TestAdapter,run,,SecurityException,,,,SecureClassLoader.java,,main,
Hadoop,HADOOP-6452,JUnitTestRunner.java,org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,run,,SecurityException,,,,TypeBase.java,,connect,
Hadoop,HADOOP-6452,JUnitTestRunner.java,org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,launch,,SecurityException,,,,SimpleType.java,,connect,
Hadoop,HADOOP-6452,JUnitTestRunner.java,org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,main,,SecurityException,,,,TypeBindings.java,,connect,
Hadoop,HADOOP-6452,TestConfiguredPolicy.java,org.apache.hadoop.security.authorize.TestConfiguredPolicy,assertWriteable,,SecurityException,,,,TypeFactory.java,,connect,
Hadoop,HADOOP-6452,TestConfiguredPolicy.java,org.apache.hadoop.security.authorize.TestConfiguredPolicy,testPolicyWriteable,,SecurityException,,,,ObjectMapper.java,,testAvoidLoopbackTcpSockets,
Hadoop,HADOOP-6558,FileSystem.java,org.apache.hadoop.fs.FileSystem,checkPath,,IllegalArgumentException,,,,TestConfiguration.java,,acquireSharedInterruptibly,
Hadoop,HADOOP-6558,DistributedFileSystem.java,org.apache.hadoop.hdfs.DistributedFileSystem,checkPath,,IllegalArgumentException,,,,ReflectionUtils.java,,innerGet,
Hadoop,HADOOP-6558,DistributedFileSystem.java,org.apache.hadoop.hdfs.DistributedFileSystem,getPathName,,IllegalArgumentException,,,,WritableFactories.java,,get,
Hadoop,HADOOP-6558,DistributedFileSystem.java,org.apache.hadoop.hdfs.DistributedFileSystem,getFileChecksum,,IllegalArgumentException,,,,ObjectWritable.java,,sendParam,
Hadoop,HADOOP-6558,FilterFileSystem.java,org.apache.hadoop.fs.FilterFileSystem,getFileChecksum,,IllegalArgumentException,,,,RPC.java,,call,
Hadoop,HADOOP-6558,DistCp.java,org.apache.hadoop.tools.DistCp,sameFile,,IllegalArgumentException,,,,Server.java,,invoke,
Hadoop,HADOOP-6558,DistCp.java,org.apache.hadoop.tools.DistCp,setup,,IllegalArgumentException,,,,Server.java,,getJobStatus,
Hadoop,HADOOP-6663,BlockDecompressorStream.java,org.apache.hadoop.io.compress.BlockDecompressorStream,rawReadInt,,EOFException,,,,Server.java,,updateStatus,
Hadoop,HADOOP-6663,BlockDecompressorStream.java,org.apache.hadoop.io.compress.BlockDecompressorStream,getCompressedData,,EOFException,,,,CommandWithDestination.java,,isSuccessful,
Hadoop,HADOOP-6663,BlockDecompressorStream.java,org.apache.hadoop.io.compress.BlockDecompressorStream,decompress,,EOFException,,,,Command.java,,isSuccessful,
Hadoop,HADOOP-6663,DecompressorStream.java,org.apache.hadoop.io.compress.DecompressorStream,read,,EOFException,,,,FsShell.java,,process,
Hadoop,HADOOP-6663,InputStream.java,java.io.InputStream,read,,EOFException,,,,ToolRunner.java,,run,
Hadoop,HADOOP-6663,LineReader.java,org.apache.hadoop.util.LineReader,readLine,,EOFException,,,,FileContext.java,,loadClassHelper,
Hadoop,HADOOP-6663,LineRecordReader.java,org.apache.hadoop.mapred.LineRecordReader,next,,EOFException,,,,FileContext.java,,getLoginUser,
Hadoop,HADOOP-6663,MapTask.java,org.apache.hadoop.mapred.MapTask$TrackedRecordReader,moveToNext,,EOFException,,,,FileContextTestHelper.java,,getCurrentUser,
Hadoop,HADOOP-6663,MapTask.java,org.apache.hadoop.mapred.MapTask$TrackedRecordReader,next,,EOFException,,,,ViewFsBaseTest.java,,<init>,
Hadoop,HADOOP-6663,MapRunner.java,org.apache.hadoop.mapred.MapRunner,run,,EOFException,,,,User.java,,get,
Hadoop,HADOOP-6663,PipeMapRunner.java,org.apache.hadoop.streaming.PipeMapRunner,run,,EOFException,,,,OfflineEditsViewerHelper.java,,getWorkingDirectory,
Hadoop,HADOOP-6663,MapTask.java,org.apache.hadoop.mapred.MapTask,run,,EOFException,,,,TestOfflineEditsViewer.java,,loadLibraryWithPath,
Hadoop,HADOOP-6663,Child.java,org.apache.hadoop.mapred.Child,main,,EOFException,,,,NodeStatusUpdaterImpl.java,,loadLibraryWithClassLoader,
Hadoop,HADOOP-6747,Native Method,sun.nio.ch.Net,connect,,SocketException,,,,CompositeService.java,,loadLibrary,
Hadoop,HADOOP-6747,SocketChannelImpl.java,sun.nio.ch.SocketChannelImpl,connect,,SocketException,,,,NodeManager.java,,<init>,
Hadoop,HADOOP-6747,SocketIOWithTimeout.java,org.apache.hadoop.net.SocketIOWithTimeout,connect,,SocketException,,,,ResourceTrackerPBClientImpl.java,,login,
Hadoop,HADOOP-6747,NetUtils.java,org.apache.hadoop.net.NetUtils,connect,,SocketException,,,,ProtoOverHadoopRpcEngine.java,,invoke,
Hadoop,HADOOP-6747,TestNetUtils.java,org.apache.hadoop.net.TestNetUtils,testAvoidLoopbackTcpSockets,,SocketException,,,,Unknown Source,,access$000,
Hadoop,HADOOP-6762,AbstractQueuedSynchronizer.java,java.util.concurrent.locks.AbstractQueuedSynchronizer,acquireSharedInterruptibly,,InterruptedException,,,,Client.java,,run,
Hadoop,HADOOP-6762,FutureTask.java,java.util.concurrent.FutureTask$Sync,innerGet,,InterruptedException,,,,GssKrb5Client.java,,invokeCreatorPriv,
Hadoop,HADOOP-6762,FutureTask.java,java.util.concurrent.FutureTask,get,,InterruptedException,,,,SaslRpcClient.java,,login,
Hadoop,HADOOP-6762,Client.java,org.apache.hadoop.ipc.Client$Connection,sendParam,,InterruptedException,,,,Krb5Context.java,,setOutputPath,
Hadoop,HADOOP-6762,Client.java,org.apache.hadoop.ipc.Client,call,,InterruptedException,,,,GSSContextImpl.java,,configureOutput,
Hadoop,HADOOP-6762,RPC.java,org.apache.hadoop.ipc.RPC$Invoker,invoke,,InterruptedException,,,,KrbTgsRep.java,,main,
Hadoop,HADOOP-6762,Unknown Source,org.apache.hadoop.mapred.$Proxy10,getJobStatus,,InterruptedException,,,,KrbTgsReq.java,,promptForPass,
Hadoop,HADOOP-6762,JobClient.java,org.apache.hadoop.mapred.JobClient$NetworkedJob,updateStatus,,InterruptedException,,,,CredentialsUtil.java,,<init>,
Hadoop,HADOOP-6762,JobClient.java,org.apache.hadoop.mapred.JobClient$NetworkedJob,isSuccessful,,InterruptedException,,,,Credentials.java,,<init>,
Hadoop,HADOOP-6762,Job.java,org.apache.hadoop.mapreduce.Job,isSuccessful,,InterruptedException,,,,KDCRep.java,,writeTest,
Hadoop,HADOOP-6762,JobMonitor.java,org.apache.hadoop.mapred.gridmix.JobMonitor$MonitorThread,process,,InterruptedException,,,,TGSRep.java,,testSetFile,
Hadoop,HADOOP-6762,JobMonitor.java,org.apache.hadoop.mapred.gridmix.JobMonitor$MonitorThread,run,,InterruptedException,,,,Assert.java,,testDU,
Hadoop,HADOOP-6941,URLClassLoader.java,java.net.URLClassLoader,findClass,,LoginException,,,,TestFSInputChecker.java,,listStatus,
